EMG_time_ms,EMG_value,FORCE_time_ms,FORCE_newtons
0.0,0.0,0.466,0.000733259817391696
0.4655172734839499,0.0,0.931,0.007269253239690299
0.9310345469678998,0.0,1.397,0.0029118810056198985
1.3965518204518497,0.0,1.86,0.014517348215433046
1.8620690939357996,0.0,2.329,0.000733259817391696
2.3275863674197494,0.0,2.789,0.007981354793134665
2.7931036409036993,0.0,3.26,0.0530208176229372
3.2586209143876492,0.0,3.722,0.000733259817391696
3.724138187871599,0.0,4.185,0.0029118810056198985
4.189655461355549,0.0,4.65,0.0014453613708362845
4.655172734839499,0.0,5.115,0.0029118810056198985
5.120690008323448,0.0,5.581,0.007269253239690299
5.586207281807399,0.0,6.048,0.000733259817391696
6.051724555291348,0.0,6.514,0.029055724837199648
6.5172418287752985,0.0,6.979,0.018162489038444862
6.982759102259248,0.0,7.444,0.03123434602542785
7.448276375743198,0.0,7.909,0.007269253239690299
7.913793649227148,0.0,8.374,0.03194644757887244
8.379310922711097,0.0,8.837,0.003623982559064487
8.844828196195047,0.0,9.3,0.005090502193848101
9.310345469678998,0.0,9.771,0.000733259817391696
9.775862743162946,0.0,10.233,0.005090502193848101
10.241380016646897,0.0,10.699,0.0014453613708362845
10.706897290130847,0.0,11.165,0.011626495616146482
11.172414563614797,0.0,11.631,0.000733259817391696
11.637931837098746,0.0,12.089,0.000733259817391696
12.103449110582696,0.0,12.554,0.007269253239690299
12.568966384066647,0.0,13.019,0.011626495616146482
13.034483657550597,0.0,13.485,0.000733259817391696
13.500000931034545,0.0,13.952,0.000733259817391696
13.965518204518496,0.0,14.418,0.020341110226673065
14.431035478002446,0.0,14.886,0.007269253239690299
14.896552751486396,0.0,15.348,0.000733259817391696
15.362070024970345,0.0,15.811,0.003623982559064487
15.827587298454295,0.0,16.281,0.0014453613708362845
16.293104571938244,0.0,16.741,0.010159975981362868
16.758621845422194,0.0,17.211,0.007981354793134665
17.224139118906145,0.0,17.669,0.007981354793134665
17.689656392390095,0.0,18.141,0.06391405342169199
18.155173665874045,0.0,18.599,0.000733259817391696
18.620690939357996,0.0,19.07,0.000733259817391696
19.086208212841946,0.0,19.529,0.018162489038444862
19.551725486325893,0.0,19.996,0.018162489038444862
20.017242759809843,0.0,20.462,0.13652169304757722
20.482760033293793,0.0,20.93,0.018162489038444862
20.948277306777744,0.0,21.396,0.04648482420063882
21.413794580261694,0.0,21.856,0.021053211780117653
21.879311853745644,0.0,22.319,0.02541058401418783
22.344829127229595,0.0,22.789,0.0029118810056198985
22.810346400713545,0.0,23.252,0.007981354793134665
23.275863674197492,0.0,23.715,0.000733259817391696
23.741380947681442,0.0,24.185,0.020341110226673065
24.206898221165392,0.0,24.644,0.016695969403661248
24.672415494649343,0.0,25.111,0.021053211780117653
25.137932768133293,0.0,25.577,0.000733259817391696
25.603450041617243,0.0,26.042,0.08352190383097335
26.068967315101194,0.0,26.507,0.005802733604906685
26.53448458858514,0.0,26.974,0.011626495616146482
27.00000186206909,0.0,27.44,0.02469835260312947
27.46551913555304,0.0,27.904,0.003623982559064487
27.93103640903699,0.0,28.37,0.007981354793134665
28.396553682520942,0.0,28.83,0.007981354793134665
28.862070956004892,0.0,29.3,0.011626495616146482
29.327588229488843,0.0,29.763,0.020341110226673065
29.793105502972793,0.0,30.225,0.010159975981362868
30.25862277645674,0.0,30.691,0.02541058401418783
30.72414004994069,0.0,31.154,0.015983737992602887
31.18965732342464,0.0,31.619,0.014517348215433046
31.65517459690859,0.0,32.086,0.020341110226673065
32.12069187039254,0.0,32.552,0.02541058401418783
32.58620914387649,0.0,33.019,0.000733259817391696
33.05172641736044,0.0,33.484,0.000733259817391696
33.51724369084439,0.0,33.948,0.014517348215433046
33.98276096432834,0.0,34.414,0.005090502193848101
34.44827823781229,0.0,34.874,0.09294861999494453
34.91379551129624,0.0,35.344,0.003623982559064487
35.37931278478019,0.0,35.808,0.013805116804374684
35.84483005826414,0.0,36.27,0.010159975981362868
36.31034733174809,0.0,36.741,0.011626495616146482
36.77586460523204,0.0,37.204,0.03194644757887244
37.24138187871599,0.0,37.67,0.010159975981362868
37.70689915219994,0.0,38.133,0.016695969403661248
38.17241642568389,0.0,38.599,0.007981354793134665
38.63793369916784,0.0,39.064,0.035591588401884255
39.103450972651785,0.0,39.529,0.011626495616146482
39.56896824613574,0.0,39.989,0.000733259817391696
40.034485519619686,0.0,40.455,0.007981354793134665
40.50000279310364,0.0,40.919,0.000733259817391696
40.96552006658759,0.0,41.385,0.16702277925561315
41.43103734007154,0.0,41.856,0.016695969403661248
41.89655461355549,0.0,42.318,0.000733259817391696
42.36207188703944,0.0,42.786,0.007269253239690299
42.82758916052339,0.0,43.248,0.0014453613708362845
43.293106434007335,0.0,43.715,0.05373291917638179
43.75862370749129,0.0,44.178,0.010159975981362868
44.224140980975235,0.0,44.643,0.020341110226673065
44.68965825445919,0.0,45.107,0.007269253239690299
45.155175527943136,0.0,45.573,0.023231832968345856
45.62069280142709,0.0,46.041,0.0551994388111654
46.08621007491104,0.0,46.499,0.05809029141045219
46.551727348394984,0.0,46.971,0.000733259817391696
47.01724462187894,0.0,47.429,0.000733259817391696
47.482761895362884,0.0,47.897,0.007981354793134665
47.94827916884684,0.0,48.359,0.0530208176229372
48.413796442330785,0.0,48.83,0.00944787442791828
48.87931371581474,0.0,49.292,0.018162489038444862
49.344830989298686,0.0,49.76,0.000733259817391696
49.81034826278263,0.0,50.222,0.28395765030024234
50.275865536266586,0.0,50.688,0.007269253239690299
50.74138280975053,0.0,51.151,0.005090502193848101
51.20690008323449,0.0,51.617,0.000733259817391696
51.672417356718434,0.0,52.082,0.000733259817391696
52.13793463020239,0.0,52.547,0.007269253239690299
52.603451903686334,0.0,53.011,0.03123434602542785
53.06896917717028,0.0,53.477,0.00944787442791828
53.534486450654235,0.0,53.942,0.000733259817391696
54.00000372413818,0.0,54.407,0.000733259817391696
54.465520997622136,0.0,54.87,0.000733259817391696
54.93103827110608,0.0,55.34,0.0029118810056198985
55.396555544590036,0.0,55.801,0.000733259817391696
55.86207281807398,0.0,56.27,0.026877103648971445
56.32759009155794,0.0,56.734,0.014517348215433046
56.793107365041884,0.0,57.196,0.035591588401884255
57.25862463852583,0.0,57.662,0.000733259817391696
57.724141912009785,0.0,58.125,0.003623982559064487
58.18965918549373,0.0,58.591,0.000733259817391696
58.655176458977685,0.0,59.055,0.000733259817391696
59.12069373246163,0.0,59.521,0.0029118810056198985
59.586211005945586,0.0,59.986,0.011626495616146482
60.05172827942953,0.0,60.452,0.010159975981362868
60.51724555291348,0.0,60.919,0.007981354793134665
60.98276282639743,0.0,61.385,0.0014453613708362845
61.44828009988138,0.0,61.845,0.011626495616146482
61.913797373365334,0.0,62.315,0.000733259817391696
62.37931464684928,0.0,62.778,0.007981354793134665
62.844831920333235,0.0,63.241,0.000733259817391696
63.31034919381718,0.0,63.711,0.0029118810056198985
63.77586646730113,0.0,64.174,0.000733259817391696
64.24138374078508,0.0,64.64,0.018162489038444862
64.70690101426904,0.0,65.104,0.0014453613708362845
65.17241828775298,0.0,65.57,0.042839683377627225
65.63793556123693,0.0,66.03,0.016695969403661248
66.10345283472088,0.0,66.496,0.003623982559064487
66.56897010820484,0.0,66.963,0.011626495616146482
67.03448738168878,0.0,67.429,0.0029118810056198985
67.50000465517273,0.0,67.889,0.000733259817391696
67.96552192865668,0.0,68.358,0.000733259817391696
68.43103920214062,0.0,68.819,0.03123434602542785
68.89655647562458,0.0,69.289,0.016695969403661248
69.36207374910853,0.0,69.749,0.00944787442791828
69.82759102259249,0.0,70.219,0.01887459059188945
70.29310829607643,0.0,70.685,0.000733259817391696
70.75862556956038,0.0,71.148,0.020341110226673065
71.22414284304433,0.0,71.614,0.003623982559064487
71.68966011652827,0.0,72.079,0.000733259817391696
72.15517739001223,0.0,72.544,0.003623982559064487
72.62069466349618,0.0,73.004,0.042839683377627225
73.08621193698013,0.0,73.47,0.05737818985700738
73.55172921046407,0.0,73.934,0.03194644757887244
74.01724648394803,0.0,74.4,0.035591588401884255
74.48276375743198,0.0,74.87,0.007269253239690299
74.94828103091592,0.0,75.333,0.016695969403661248
75.41379830439988,0.0,75.796,0.00944787442791828
75.87931557788383,0.0,76.259,0.02541058401418783
76.34483285136778,0.0,76.73,0.029767826390644236
76.81035012485172,0.0,77.192,0.007981354793134665
77.27586739833568,0.0,77.659,0.011626495616146482
77.74138467181963,0.0,78.122,0.000733259817391696
78.20690194530357,0.0,78.588,0.04648482420063882
78.67241921878752,0.0,79.053,0.06680490602097855
79.13793649227148,0.0,79.519,0.0029118810056198985
79.60345376575543,0.0,79.986,0.034125198624714415
80.06897103923937,0.0,80.444,0.02541058401418783
80.53448831272333,0.0,80.915,0.000733259817391696
81.00000558620728,0.0,81.374,0.007269253239690299
81.46552285969122,0.0,81.845,0.000733259817391696
81.93104013317517,0.0,82.307,0.005090502193848101
82.39655740665913,0.0,82.771,0.011626495616146482
82.86207468014308,0.0,83.24,0.018162489038444862
83.32759195362702,0.0,83.699,0.013805116804374684
83.79310922711097,0.0,84.165,0.03630381981294262
84.25862650059493,0.0,84.631,0.007269253239690299
84.72414377407888,0.0,85.096,0.02541058401418783
85.18966104756282,0.0,85.562,0.02541058401418783
85.65517832104678,0.0,86.026,0.005802733604906685
86.12069559453073,0.0,86.492,0.000733259817391696
86.58621286801467,0.0,86.956,0.011626495616146482
87.05173014149862,0.0,87.422,0.010159975981362868
87.51724741498258,0.0,87.885,0.020341110226673065
87.98276468846653,0.0,88.355,0.000733259817391696
88.44828196195047,0.0,88.815,0.022519731414901267
