EMG_time_ms,EMG_value,FORCE_time_ms,FORCE_newtons,Force_LPF,ENVELOPE_time_ms,EMG_Envelope
0.0,0.0,0.47,0.001048533033827015,0.00012888356780889693,0.0,0.0
0.4655172734839499,0.0,0.934,0.005487330530857593,0.0021696881130238805,0.4655172734839499,0.0
0.9310345469678998,0.0,1.397,0.022835004631336364,0.0043439853570028525,0.9310345469678998,0.0
1.3965518204518497,0.0,1.862,0.0075845264561253956,0.0065908134395456725,1.3965518204518497,0.0
1.8620690939357996,0.0,2.327,0.014201945141384176,0.008845789481627148,1.8620690939357996,0.0
2.3275863674197494,0.0,2.793,0.0011300881544011876,0.011044759353371798,2.3275863674197494,0.0
2.7931036409036993,0.0,3.26,0.005487330530857593,0.013124405803319911,2.7931036409036993,0.0
3.2586209143876492,0.0,3.726,0.02509518094013874,0.015021244656604503,3.2586209143876492,0.0
3.724138187871599,0.0,4.19,0.011941768832581579,0.016670715143361887,3.724138187871599,0.0
4.189655461355549,0.0,4.656,0.009763147644353598,0.01800767270059063,4.189655461355549,0.0
4.655172734839499,0.0,5.123,0.022835004631336364,0.018969060828445,4.655172734839499,0.0
5.120690008323448,0.0,5.581,0.029370998053634745,0.019499136519695485,5.120690008323448,0.0
5.586207281807399,0.0,6.049,0.0032271542220552174,0.019557285919278383,5.586207281807399,0.0
6.051724555291348,0.0,6.511,0.0032271542220552174,0.01912818863472577,6.051724555291348,0.0
6.5172418287752985,0.0,6.979,0.009763147644353598,0.01823380490124892,6.5172418287752985,0.0
6.982759102259248,0.0,7.441,0.051157469651144316,0.01694593188320572,6.982759102259248,0.0
7.448276375743198,0.0,7.908,0.005405905267897193,0.015396690003418048,7.448276375743198,0.0
7.913793649227148,0.0,8.37,0.04026423385238953,0.013783030505158216,7.913793649227148,0.0
8.379310922711097,0.0,8.836,0.01629914106665198,0.012361349666957679,8.379310922711097,0.0
8.844828196195047,0.0,9.302,0.011941768832581579,0.011429828928387394,8.844828196195047,0.0
9.310345469678998,0.0,9.768,0.022835004631336364,0.011298510839840473,9.310345469678998,0.0
9.775862743162946,0.0,10.235,0.022835004631336364,0.0122495716183375,9.775862743162946,0.0
10.241380016646897,0.0,10.7,0.0032271542220552174,0.014492372394747802,10.241380016646897,0.0
10.706897290130847,0.0,11.16,0.001048533033827015,0.018119619141661825,10.706897290130847,0.0
11.172414563614797,0.0,11.625,0.009763147644353598,0.023072208932049375,11.172414563614797,0.0
11.637931837098746,0.0,12.094,0.011941768832581579,0.029120562019793718,11.637931837098746,0.0
12.103449110582696,0.0,12.556,0.007666081576699568,0.03586891023506439,12.103449110582696,0.0
