EMG_time_ms,EMG_value,FORCE_time_ms,FORCE_newtons
0.0,0.0,0.467,0.025618437528068472
0.4655172734839499,0.0,0.93,0.034333052138595055
0.9310345469678998,0.0,1.395,0.012546515612278597
1.3965518204518497,0.0,1.861,0.010367894424050506
1.8620690939357996,0.0,2.327,0.0005253413747042801
2.3275863674197494,0.0,2.791,0.008189273235822303
2.7931036409036993,0.0,3.257,0.002704027491739369
3.2586209143876492,0.0,3.724,0.14867353003842787
3.724138187871599,0.0,4.19,0.011418577173458955
4.189655461355549,0.0,4.651,0.02666912027747692
4.655172734839499,0.0,5.121,0.007061269868195663
5.120690008323448,0.0,5.583,0.008189273235822303
5.586207281807399,0.0,6.046,0.0016532798135239224
6.051724555291348,0.0,6.509,0.0038319659305590115
6.5172418287752985,0.0,6.979,0.025618437528068472
6.982759102259248,0.0,7.445,0.006010587118787214
7.448276375743198,0.0,7.908,0.015775884478722246
7.913793649227148,0.0,8.374,0.002704027491739369
8.379310922711097,0.0,8.839,0.032154366021559966
8.844828196195047,0.0,9.305,0.01690382291754189
9.310345469678998,0.0,9.769,0.0038319659305590115
9.775862743162946,0.0,10.235,0.020133191783985538
10.241380016646897,0.0,10.695,0.3839676050921894
10.706897290130847,0.0,11.16,0.007061269868195663
11.172414563614797,0.0,11.624,0.006010587118787214
11.637931837098746,0.0,12.094,0.010367894424050506
12.103449110582696,0.0,12.557,0.007061269868195663
12.568966384066647,0.0,13.02,0.008189273235822303
13.034483657550597,0.0,13.491,0.031026427582740213
13.500000931034545,0.0,13.953,0.014725201729313797
13.965518204518496,0.0,14.418,0.0038319659305590115
14.431035478002446,0.0,14.884,0.025618437528068472
14.896552751486396,0.0,15.35,0.01690382291754189
15.362070024970345,0.0,15.809,0.012546515612278597
15.827587298454295,0.0,16.274,0.02884780639451212
16.293104571938244,0.0,16.739,0.02449049908924883
16.758621845422194,0.0,17.205,0.029975744833331763
17.224139118906145,0.0,17.672,0.014725201729313797
17.689656392390095,0.0,18.135,0.01690382291754189
18.155173665874045,0.0,18.602,0.027797058716296674
18.620690939357996,0.0,19.064,0.031026427582740213
19.086208212841946,0.0,19.532,0.01690382291754189
19.551725486325893,0.0,19.995,0.008189273235822303
20.017242759809843,0.0,20.461,0.0038319659305590115
20.482760033293793,0.0,20.924,0.01690382291754189
20.948277306777744,0.0,21.389,0.02884780639451212
21.413794580261694,0.0,21.854,0.011418577173458955
21.879311853745644,0.0,22.319,0.008189273235822303
22.344829127229595,0.0,22.784,0.010367894424050506
22.810346400713545,0.0,23.25,0.0005253413747042801
23.275863674197492,0.0,23.717,0.011418577173458955
23.741380947681442,0.0,24.182,0.04086898063208644
24.206898221165392,0.0,24.65,0.008189273235822303
24.672415494649343,0.0,25.113,0.01690382291754189
25.137932768133293,0.0,25.576,0.012546515612278597
25.603450041617243,0.0,26.046,0.009239955985230752
26.068967315101194,0.0,26.509,0.034333052138595055
26.53448458858514,0.0,26.972,0.04627697068675829
27.00000186206909,0.0,27.437,0.06047683104136781
27.46551913555304,0.0,27.902,0.008189273235822303
27.93103640903699,0.0,28.368,0.014725201729313797
28.396553682520942,0.0,28.832,0.013597263290494044
28.862070956004892,0.0,29.298,0.0005253413747042801
29.327588229488843,0.0,29.765,0.015775884478722246
29.793105502972793,0.0,30.224,0.006010587118787214
30.25862277645674,0.0,30.691,0.008189273235822303
30.72414004994069,0.0,31.157,0.006010587118787214
31.18965732342464,0.0,31.62,0.008189273235822303
31.65517459690859,0.0,32.09,0.0016532798135239224
32.12069187039254,0.0,32.553,0.008189273235822303
32.58620914387649,0.0,33.016,0.008189273235822303
33.05172641736044,0.0,33.483,0.008189273235822303
33.51724369084439,0.0,33.948,0.01690382291754189
33.98276096432834,0.0,34.414,0.0016532798135239224
34.44827823781229,0.0,34.88,0.008189273235822303
34.91379551129624,0.0,35.345,0.009239955985230752
35.37931278478019,0.0,35.805,0.0016532798135239224
35.84483005826414,0.0,36.271,0.02231181297221374
36.31034733174809,0.0,36.736,0.008189273235822303
36.77586460523204,0.0,37.202,0.011418577173458955
37.24138187871599,0.0,37.665,0.007061269868195663
37.70689915219994,0.0,38.134,0.012546515612278597
