EMG_time_ms,EMG_raw,FORCE_raw
0.0,0.0,-0.0007786012899816952
0.4655172734839499,0.0,-0.0007786012899816952
0.9310345469678998,0.0,-0.0007786012899816952
1.3965518204518497,0.0,-0.0007786012899816952
1.8620690939357996,0.0,-0.0007786012899816952
2.3275863674197494,0.0,-0.0007786012899816952
2.7931036409036993,0.0,-0.0007786012899816952
3.2586209143876492,0.0,-0.0007786012899816952
3.724138187871599,0.0,-0.0007786012899816952
4.189655461355549,0.0,-0.0007786012899816952
4.655172734839499,0.0,-0.0007786012899816952
5.120690008323448,0.0,-0.0007786012899816952
5.586207281807399,0.0,-0.0007786012899816952
6.051724555291348,0.0,-0.0007786012899816952
6.5172418287752985,0.0,-0.0007786012899816952
6.982759102259248,0.0,-0.0007786012899816952
7.448276375743198,0.0,-0.0007786012899816952
7.913793649227148,0.0,-0.0007786012899816952
8.379310922711097,0.0,-0.0007786012899816952
8.844828196195047,0.0,-0.0007786012899816952
9.310345469678998,0.0,-0.0007786012899816952
9.775862743162946,0.0,-0.0007786012899816952
10.241380016646897,0.0,-0.0007786012899816952
10.706897290130847,0.0,-0.0007786012899816952
11.172414563614797,0.0,-0.0007786012899816952
11.637931837098746,0.0,-0.0007786012899816952
12.103449110582696,0.0,-0.0007786012899816952
12.568966384066647,0.0,-0.0007786012899816952
13.034483657550597,0.0,-0.0007786012899816952
13.500000931034545,0.0,-0.0007786012899816952
13.965518204518496,0.0,-0.0007786012899816952
14.431035478002446,0.0,-0.0007786012899816952
14.896552751486396,0.0,-0.0007786012899816952
15.362070024970345,0.0,-0.0007786012899816952
15.827587298454295,0.0,-0.0007786012899816952
16.293104571938244,0.0,-0.0007786012899816952
16.758621845422194,0.0,-0.0007786012899816952
17.224139118906145,0.0,-0.0007786012899816952
17.689656392390095,0.0,-0.0007786012899816952
18.155173665874045,0.0,-0.0007786012899816952
18.620690939357996,0.0,-0.0007786012899816952
19.086208212841946,0.0,-0.0007786012899816952
19.551725486325893,0.0,-0.0007786012899816952
20.017242759809843,0.0,-0.0007786012899816952
20.482760033293793,0.0,-0.0007786012899816952
20.948277306777744,0.0,-0.0007786012899816952
21.413794580261694,0.0,-0.0007786012899816952
21.879311853745644,0.0,-0.0007786012899816952
22.344829127229595,0.0,-0.0007786012899816952
22.810346400713545,0.0,-0.0007786012899816952
23.275863674197492,0.0,-0.0007786012899816952
23.741380947681442,0.0,-0.0007786012899816952
24.206898221165392,0.0,-0.0007786012899816952
24.672415494649343,0.0,-0.0007786012899816952
25.137932768133293,0.0,-0.0007786012899816952
25.603450041617243,0.0,-0.0007786012899816952
26.068967315101194,0.0,-0.0007786012899816952
26.53448458858514,0.0,-0.0007786012899816952
27.00000186206909,0.0,-0.0007786012899816952
27.46551913555304,0.0,-0.0007786012899816952
27.93103640903699,0.0,-0.0007786012899816952
28.396553682520942,0.0,-0.0007786012899816952
28.862070956004892,0.0,-0.0007786012899816952
29.327588229488843,0.0,-0.0007786012899816952
29.793105502972793,0.0,-0.0007786012899816952
30.25862277645674,0.0,0.04061572071680908
30.72414004994069,0.0,-0.0007786012899816952
31.18965732342464,0.0,-0.0007786012899816952
31.65517459690859,0.0,-0.0007786012899816952
32.12069187039254,0.0,-0.0007786012899816952
32.58620914387649,0.0,-0.0007786012899816952
33.05172641736044,0.0,-0.0007786012899816952
33.51724369084439,0.0,-0.0007786012899816952
33.98276096432834,0.0,-0.0007786012899816952
34.44827823781229,0.0,-0.0007786012899816952
34.91379551129624,0.0,-0.0007786012899816952
35.37931278478019,0.0,-0.0007786012899816952
35.84483005826414,0.0,-0.0007786012899816952
36.31034733174809,0.0,-0.0007786012899816952
36.77586460523204,0.0,-0.0007786012899816952
37.24138187871599,0.0,-0.0007786012899816952
37.70689915219994,0.0,-0.0007786012899816952
38.17241642568389,0.0,-0.0007786012899816952
38.63793369916784,0.0,-0.0007786012899816952
39.103450972651785,0.0,-0.0007786012899816952
39.56896824613574,0.0,-0.0007786012899816952
40.034485519619686,0.0,-0.0007786012899816952
40.50000279310364,0.0,-0.0007786012899816952
